date,temperature_2m_max (°C),temperature_2m_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²)
2023-11-01,30.1,23.1,0.00,13.3,69,20.43
2023-11-02,29.9,23.4,0.00,12.6,63,20.28
2023-11-03,30.4,23.7,0.00,11.2,61,20.12
2023-11-04,30.9,24.2,0.00,14.6,69,19.65
2023-11-05,30.8,24.3,0.00,13.7,70,18.86
2023-11-06,30.7,24.1,0.00,15.0,84,19.65
2023-11-07,30.4,23.7,0.00,14.4,70,19.54
2023-11-08,30.9,24.9,0.00,13.2,72,17.89
2023-11-09,31.1,25.1,0.00,12.9,68,17.60
2023-11-10,30.7,24.7,3.40,16.4,108,15.81
2023-11-11,32.1,25.0,0.00,13.4,54,18.17
2023-11-12,31.5,24.9,0.00,12.1,60,18.32
2023-11-13,30.9,24.3,0.00,11.2,77,19.24
2023-11-14,30.3,23.6,0.00,11.2,59,19.20
2023-11-15,29.4,23.0,0.00,10.5,62,19.17
2023-11-16,29.1,23.0,0.00,10.8,70,19.02
2023-11-17,28.6,22.5,0.00,11.2,71,18.85
2023-11-18,29.2,22.4,0.00,13.2,78,18.53
2023-11-19,30.7,23.5,0.00,14.8,41,17.38
2023-11-20,30.3,25.3,0.00,16.5,58,17.80
2023-11-21,29.4,23.9,0.00,12.4,67,18.27
2023-11-22,28.8,22.6,0.00,12.5,54,18.51
2023-11-23,29.1,22.6,0.00,11.7,65,17.17
2023-11-24,29.2,23.5,0.00,13.6,77,16.50
2023-11-25,29.2,23.5,0.10,16.0,98,15.80
2023-11-26,28.2,22.7,15.00,15.8,115,11.10
2023-11-27,25.9,21.4,4.50,12.8,140,12.94
2023-11-28,27.0,21.6,1.40,10.7,317,15.60
2023-11-29,26.9,21.3,0.10,13.4,133,13.78
2023-11-30,27.7,21.3,1.30,11.8,148,15.65
2023-12-01,27.8,21.4,0.10,11.7,91,14.34
2023-12-02,28.1,22.2,0.30,16.2,93,15.83
2023-12-03,28.6,22.9,0.10,15.0,93,16.20
2023-12-04,28.0,23.0,0.00,11.3,70,15.85
2023-12-05,27.6,22.3,0.10,12.8,71,16.23
2023-12-06,25.8,21.1,0.80,14.9,81,13.14
2023-12-07,26.3,21.0,0.20,12.6,81,16.05
2023-12-08,27.0,21.2,0.00,12.8,79,16.55
2023-12-09,27.1,21.2,0.00,11.4,71,17.19
2023-12-10,27.5,21.5,0.00,12.8,69,17.10
2023-12-11,28.4,21.8,0.00,12.1,51,16.88
2023-12-12,28.0,21.2,0.00,14.3,354,16.35
2023-12-13,27.5,20.9,0.00,10.5,47,17.15
2023-12-14,27.2,21.2,0.00,12.8,85,17.13
2023-12-15,26.2,20.5,0.00,13.2,85,17.07
2023-12-16,26.0,19.5,0.00,10.2,70,17.31
2023-12-17,26.3,19.7,0.00,15.4,79,16.91
2023-12-18,25.7,20.1,0.00,18.2,87,16.00
2023-12-19,25.6,20.3,0.00,19.1,87,16.40
2023-12-20,25.9,19.5,0.00,18.5,87,15.26
2023-12-21,27.0,20.6,0.00,15.8,80,13.73
2023-12-22,28.1,21.3,0.00,11.2,59,13.36
2023-12-23,29.6,20.7,0.00,11.0,65,17.25
2023-12-24,29.2,21.3,0.00,12.6,74,17.50
2023-12-25,29.5,21.4,0.00,11.0,73,17.38
2023-12-26,30.0,21.9,0.00,15.3,46,17.35
2023-12-27,30.1,21.9,0.00,12.2,30,17.15
2023-12-28,29.5,22.2,0.00,10.4,68,17.37
2023-12-29,29.7,22.2,0.00,10.1,61,17.25
2023-12-30,29.7,21.8,0.00,10.2,29,17.23
2023-12-31,29.2,22.1,0.00,9.6,43,17.24
2024-01-01,28.8,21.7,0.00,14.3,10,16.77
2024-01-02,29.1,21.8,0.00,14.6,315,16.96
2024-01-03,28.6,21.2,0.00,13.5,283,16.15
2024-01-04,28.4,20.5,0.00,12.7,326,17.14
2024-01-05,27.9,19.9,0.00,15.8,316,17.22
2024-01-06,27.0,20.8,0.50,15.9,75,16.04
2024-01-07,28.3,21.4,0.60,14.4,96,15.63
2024-01-08,29.3,22.3,0.00,17.2,96,16.84
2024-01-09,29.2,22.8,0.40,11.6,99,13.47
2024-01-10,27.8,21.4,6.00,12.6,89,15.79
2024-01-11,29.2,22.5,0.00,10.5,59,16.18
2024-01-12,29.8,23.1,0.00,12.4,62,16.90
2024-01-13,30.7,23.5,0.00,15.6,333,17.57
2024-01-14,29.8,22.5,0.00,14.3,314,18.04
2024-01-15,27.0,19.8,0.00,15.0,327,19.08
2024-01-16,28.6,19.5,0.00,12.5,286,18.80
2024-01-17,27.7,19.7,0.00,15.4,265,18.55
2024-01-18,26.7,19.1,0.00,9.8,286,18.60
2024-01-19,27.9,20.0,0.00,13.1,356,18.50
2024-01-20,27.7,20.3,0.00,14.8,277,18.55
2024-01-21,27.4,19.9,0.00,13.0,63,18.80
2024-01-22,28.5,20.6,0.00,15.1,56,18.68
2024-01-23,26.4,19.3,0.00,12.6,6,19.34
2024-01-24,25.9,18.2,0.00,14.4,57,19.66
2024-01-25,26.9,18.6,0.00,15.6,81,19.64
2024-01-26,29.4,20.2,0.00,15.4,58,19.53
2024-01-27,29.4,21.0,0.00,14.0,63,19.25
2024-01-28,30.1,21.9,0.00,17.4,296,19.33
2024-01-29,29.3,21.8,0.00,15.0,318,19.32
2024-01-30,29.6,21.2,0.00,13.2,297,19.48
2024-01-31,29.5,21.0,0.00,13.8,294,19.65
2024-02-01,27.0,20.5,0.00,14.9,303,19.62
2024-02-02,28.0,20.6,0.00,14.0,14,19.80
2024-02-03,30.5,22.2,0.00,16.0,76,19.86
2024-02-04,32.2,23.5,0.00,13.4,47,19.84
2024-02-05,32.1,23.9,0.00,14.3,289,20.09
2024-02-06,32.8,23.7,0.00,14.1,292,20.24
2024-02-07,31.5,23.2,0.00,15.2,328,20.26
2024-02-08,30.0,22.0,0.00,15.0,54,20.46
2024-02-09,31.7,22.2,0.00,16.0,353,20.82
2024-02-10,31.9,22.4,0.00,16.6,301,20.97
2024-02-11,31.4,21.8,0.00,14.4,311,21.18
2024-02-12,31.4,22.1,0.00,14.2,282,20.93
2024-02-13,31.6,22.6,0.00,15.6,310,20.72
2024-02-14,30.8,22.9,0.00,14.3,334,20.58
2024-02-15,32.1,23.4,0.00,15.7,86,20.19
2024-02-16,33.2,24.9,0.00,14.4,53,18.11
2024-02-17,34.0,26.0,0.00,13.0,14,19.08
2024-02-18,33.2,24.8,0.00,11.8,280,21.79
2024-02-19,32.1,24.4,0.00,16.0,293,22.08
2024-02-20,31.7,24.0,0.00,17.7,292,22.20
2024-02-21,29.3,22.2,0.00,19.1,283,21.41
2024-02-22,28.5,22.0,0.00,18.6,282,22.08
2024-02-23,28.9,21.2,0.00,14.7,313,22.69
2024-02-24,29.6,21.6,0.00,15.8,328,23.26
2024-02-25,31.2,21.3,0.00,13.1,57,23.13
2024-02-26,33.9,24.6,0.00,14.0,94,21.22
2024-02-27,33.3,25.8,0.10,16.1,280,18.67
2024-02-28,32.9,26.2,0.00,14.6,29,20.38
2024-02-29,34.6,27.2,0.00,15.0,327,20.30
2024-03-01,34.0,26.9,0.00,14.5,266,18.89
2024-03-02,31.5,25.3,0.60,22.6,261,20.66
2024-03-03,28.5,22.8,0.00,21.6,270,21.22
2024-03-04,30.5,20.9,0.00,13.4,306,24.32
2024-03-05,32.8,22.5,0.00,18.6,302,24.11
2024-03-06,33.0,23.5,0.00,18.2,304,24.23
2024-03-07,32.9,23.9,0.00,16.0,312,23.68
2024-03-08,33.1,25.1,0.00,18.2,339,23.94
2024-03-09,34.8,25.1,0.00,16.9,326,24.03
2024-03-10,35.1,25.9,0.00,16.6,301,24.38
2024-03-11,34.8,26.2,0.00,18.1,322,24.03
2024-03-12,35.0,26.7,0.00,18.6,312,24.10
2024-03-13,33.3,25.8,0.00,16.1,306,24.42
2024-03-14,33.0,24.9,0.00,17.1,298,24.75
2024-03-15,33.5,24.3,0.00,15.6,288,25.09
2024-03-16,34.7,24.7,0.00,16.1,277,24.67
2024-03-17,35.0,25.8,0.00,19.2,262,24.80
2024-03-18,34.2,26.5,0.00,17.4,283,24.81
2024-03-19,34.0,26.4,0.00,18.4,311,25.46
2024-03-20,35.1,27.7,0.00,17.3,7,25.47
2024-03-21,35.3,27.3,0.00,23.8,331,24.84
2024-03-22,36.9,27.5,0.00,17.3,275,25.20
2024-03-23,37.1,27.9,0.00,18.7,277,25.26
2024-03-24,36.0,28.3,0.00,18.4,285,24.81
2024-03-25,37.5,29.0,0.00,18.7,300,24.69
2024-03-26,38.1,29.5,0.00,20.6,263,25.44
2024-03-27,39.6,30.0,0.00,20.2,285,24.32
2024-03-28,39.7,30.2,0.00,21.6,290,22.72
2024-03-29,37.9,30.1,0.00,17.1,299,20.67
2024-03-30,37.7,30.0,0.00,20.6,301,23.21
2024-03-31,37.7,30.0,0.00,20.7,301,24.23
2024-04-01,38.2,29.9,0.00,17.7,285,25.17
2024-04-02,38.7,29.4,0.00,18.7,275,25.96
2024-04-03,38.7,29.2,0.00,18.9,279,25.76
2024-04-04,37.1,29.2,0.00,16.7,293,25.59
2024-04-05,37.6,29.4,0.00,16.3,309,25.32
2024-04-06,36.9,30.4,0.00,17.6,327,25.33
2024-04-07,35.9,29.9,0.00,17.5,301,24.42
2024-04-08,37.4,28.6,0.00,18.9,277,26.60
2024-04-09,38.1,29.3,0.00,19.7,265,26.39
2024-04-10,38.4,29.1,0.00,19.3,266,26.25
2024-04-11,37.5,29.6,0.00,20.0,261,24.19
2024-04-12,36.4,29.8,0.00,20.5,225,25.97
2024-04-13,36.4,28.0,0.00,17.1,243,26.79
2024-04-14,37.9,28.5,0.00,21.0,305,26.33
2024-04-15,39.4,31.2,0.00,16.1,339,23.98
2024-04-16,39.6,33.3,0.00,15.1,352,22.49
2024-04-17,40.7,33.8,0.00,22.7,304,23.26
2024-04-18,41.0,32.8,0.00,23.7,294,24.16
2024-04-19,39.1,32.2,0.00,21.7,310,24.76
2024-04-20,37.9,31.4,0.00,21.9,305,23.98
2024-04-21,37.2,30.3,0.20,16.1,298,23.50
2024-04-22,36.5,30.2,0.50,21.3,287,23.72
2024-04-23,38.8,30.3,0.00,18.3,277,26.02
2024-04-24,37.8,30.6,0.00,17.8,271,22.29
2024-04-25,38.9,31.2,0.00,19.8,286,24.83
2024-04-26,38.2,31.2,0.00,17.0,294,20.86
2024-04-27,39.6,32.5,0.00,19.9,315,24.45
2024-04-28,40.4,33.2,0.00,23.1,323,24.44
2024-04-29,40.1,32.8,0.00,17.8,304,26.61
2024-04-30,39.4,32.7,0.00,19.1,312,26.85
2024-05-01,38.0,31.0,0.00,20.8,281,27.28
2024-05-02,37.9,29.7,0.00,19.8,281,27.77
2024-05-03,38.7,29.6,0.00,17.5,295,27.61
2024-05-04,38.6,30.4,0.00,17.0,298,27.01
2024-05-05,38.2,31.1,0.00,20.5,302,26.42
2024-05-06,37.3,30.5,0.00,23.0,284,26.92
2024-05-07,38.2,30.0,0.00,20.4,273,27.04
2024-05-08,38.1,29.2,0.00,24.8,273,25.61
2024-05-09,37.0,29.8,0.10,17.3,277,25.05
2024-05-10,36.5,29.3,5.00,17.1,269,24.09
2024-05-11,38.7,30.3,0.40,13.0,287,23.29
2024-05-12,37.1,30.2,0.80,13.6,300,21.66
2024-05-13,34.4,29.1,0.60,11.5,321,20.54
2024-05-14,38.0,30.0,1.50,18.0,351,22.59
2024-05-15,37.6,30.4,0.00,16.4,27,25.15
2024-05-16,37.4,30.7,0.90,20.0,340,22.13
2024-05-17,37.9,31.3,0.00,18.0,307,23.25
2024-05-18,39.5,31.3,0.10,16.4,306,24.03
2024-05-19,39.3,32.0,0.00,21.4,299,23.75
2024-05-20,39.7,32.5,0.00,21.1,310,25.47
2024-05-21,40.7,32.5,0.00,21.3,310,24.09
2024-05-22,40.7,32.7,0.00,23.1,307,21.58
2024-05-23,40.0,32.7,0.00,22.9,282,23.76
2024-05-24,39.1,31.8,0.00,22.1,272,26.22
2024-05-25,37.3,29.8,0.00,21.7,263,25.90
2024-05-26,36.5,29.5,0.00,22.1,264,25.55
2024-05-27,34.0,28.6,0.30,26.0,255,17.24
2024-05-28,35.3,29.0,0.00,28.1,258,25.73
2024-05-29,34.8,28.5,0.00,28.3,251,26.31
2024-05-30,36.1,28.9,0.00,23.1,260,25.40
2024-05-31,36.7,29.5,0.00,20.2,264,25.19
2024-06-01,36.5,29.4,0.00,17.5,265,25.80
2024-06-02,36.4,29.8,0.00,16.6,271,24.12
2024-06-03,35.2,29.2,2.40,17.6,258,19.81
2024-06-04,33.4,28.5,6.60,20.2,268,19.00
2024-06-05,33.9,28.3,3.80,17.4,260,21.00
2024-06-06,35.4,28.6,0.90,15.1,280,22.49
2024-06-07,35.1,27.6,6.20,16.2,277,19.22
2024-06-08,30.2,26.2,18.00,16.0,285,15.77
2024-06-09,30.6,26.6,0.20,16.5,277,12.07
2024-06-10,29.4,25.7,17.20,18.0,281,13.05
2024-06-11,29.6,25.6,4.50,17.8,267,14.27
2024-06-12,30.4,26.0,1.90,20.3,256,18.60
2024-06-13,30.3,25.9,1.30,17.1,249,20.39
2024-06-14,29.1,25.5,0.90,19.6,241,18.92
2024-06-15,31.1,25.9,4.40,15.9,240,22.12
2024-06-16,32.2,26.5,5.20,15.1,255,21.37
2024-06-17,31.6,26.1,7.20,16.4,247,20.44
2024-06-18,29.3,25.4,12.60,22.6,241,19.49
2024-06-19,28.1,24.9,2.60,25.4,238,16.44
2024-06-20,27.5,24.5,6.80,26.5,234,15.45
2024-06-21,29.7,25.6,2.30,25.1,242,21.63
2024-06-22,30.3,25.9,0.80,17.1,254,20.53
2024-06-23,30.0,25.2,18.30,15.4,265,13.46
2024-06-24,29.7,25.1,21.20,12.0,245,15.65
2024-06-25,30.5,26.0,11.30,16.4,211,19.02
2024-06-26,29.7,25.6,5.80,25.5,213,14.52
2024-06-27,28.0,24.8,7.60,26.8,215,14.35
2024-06-28,26.6,24.3,16.10,30.3,221,14.12
2024-06-29,28.3,24.7,2.40,26.5,223,18.85
2024-06-30,27.0,24.6,5.60,28.0,226,14.12
2024-07-01,26.1,24.0,10.70,33.8,222,15.94
2024-07-02,27.3,24.0,7.70,30.4,235,14.00
2024-07-03,27.4,24.2,3.10,29.1,230,14.24
2024-07-04,26.9,24.4,4.20,27.6,235,14.41
2024-07-05,26.7,24.2,5.00,27.3,231,16.45
2024-07-06,26.4,23.9,15.20,29.0,236,12.36
2024-07-07,28.1,24.6,3.00,23.1,240,15.44
2024-07-08,27.8,24.2,6.20,14.9,240,9.64
2024-07-09,29.6,24.3,20.20,18.9,239,16.85
2024-07-10,28.0,24.2,8.40,22.5,234,15.33
2024-07-11,26.5,23.5,23.60,25.1,236,11.88
2024-07-12,26.4,24.1,10.70,26.3,248,14.48
2024-07-13,25.7,23.5,49.20,23.4,246,8.09
2024-07-14,26.5,24.0,5.00,18.8,262,10.59
2024-07-15,27.7,24.6,3.20,18.4,264,12.84
2024-07-16,28.9,25.1,2.20,15.9,236,17.00
2024-07-17,27.6,24.0,5.30,22.2,233,13.52
2024-07-18,26.2,24.2,5.60,28.7,238,13.21
2024-07-19,26.0,24.0,5.10,29.7,234,13.27
2024-07-20,26.4,23.9,8.60,32.0,233,12.13
2024-07-21,26.1,23.9,7.70,25.2,237,10.00
2024-07-22,24.1,23.4,24.50,33.7,241,6.81
2024-07-23,24.5,23.4,18.30,30.1,245,5.90
2024-07-24,24.4,23.2,36.50,33.2,247,5.67
2024-07-25,24.3,23.2,34.60,28.1,264,7.06
2024-07-26,25.9,23.6,7.00,31.0,253,11.46
2024-07-27,25.5,23.6,6.80,32.1,257,11.72
2024-07-28,25.1,23.4,10.50,25.8,257,7.05
2024-07-29,26.5,23.9,24.90,30.0,244,14.06
2024-07-30,27.2,24.1,4.30,26.2,238,15.34
2024-07-31,27.2,24.3,8.80,26.2,247,16.41
2024-08-01,26.8,24.0,5.90,28.6,249,14.12
2024-08-02,25.9,23.6,9.60,28.7,247,15.34
2024-08-03,26.0,23.3,14.90,30.2,240,10.21
2024-08-04,24.7,23.2,18.40,24.8,247,8.04
2024-08-05,26.1,23.6,4.10,28.1,239,12.18
2024-08-06,27.0,24.1,3.30,26.2,243,18.96
2024-08-07,27.4,24.3,3.20,25.2,258,19.95
2024-08-08,26.6,23.8,2.90,22.6,257,14.52
2024-08-09,24.7,23.2,2.50,20.6,249,7.50
2024-08-10,27.9,24.1,3.90,24.6,253,18.80
2024-08-11,26.3,23.9,2.10,24.7,258,17.97
2024-08-12,26.8,24.0,5.50,23.2,252,16.78
2024-08-13,28.4,24.7,3.40,16.7,254,20.67
2024-08-14,28.5,24.6,1.30,15.9,261,18.32
2024-08-15,28.5,24.8,1.70,15.6,268,19.08
2024-08-16,28.4,24.9,1.80,16.5,254,20.61
2024-08-17,29.6,24.8,2.30,12.2,258,18.85
2024-08-18,29.4,25.2,16.50,10.9,274,15.22
2024-08-19,28.9,25.1,10.00,8.4,316,15.12
2024-08-20,27.9,24.5,28.60,14.4,297,12.27
2024-08-21,29.4,24.9,18.30,11.0,26,19.14
2024-08-22,29.6,24.8,23.40,17.1,239,15.81
2024-08-23,28.5,24.7,9.90,15.0,236,11.22
2024-08-24,24.6,23.4,21.00,23.4,260,7.47
2024-08-25,24.1,22.5,25.50,27.3,251,7.12
2024-08-26,24.2,22.6,23.50,32.3,244,5.58
2024-08-27,25.4,22.5,6.90,33.4,224,14.93
2024-08-28,24.9,22.5,10.00,28.6,220,9.50
2024-08-29,26.6,23.2,5.10,26.7,223,18.01
2024-08-30,27.4,23.7,1.70,19.9,231,17.32
2024-08-31,27.6,24.2,1.40,16.2,266,19.07
2024-09-01,27.8,24.0,0.50,20.5,283,15.82
2024-09-02,23.6,22.8,16.90,17.3,283,6.60
2024-09-03,26.4,23.3,7.00,19.8,266,10.20
2024-09-04,26.8,23.9,2.20,23.8,258,19.17
2024-09-05,26.1,23.7,8.20,22.6,255,11.52
2024-09-06,27.2,23.9,4.60,24.1,255,16.12
2024-09-07,27.6,24.1,2.60,21.3,263,19.12
2024-09-08,27.8,24.2,1.90,17.0,257,20.03
2024-09-09,26.7,23.9,3.60,18.5,265,16.29
2024-09-10,27.7,24.2,1.60,17.7,259,17.33
2024-09-11,27.8,24.0,1.50,21.1,245,18.77
2024-09-12,26.2,23.6,1.00,23.1,245,14.48
2024-09-13,26.2,23.2,2.00,23.1,245,20.85
2024-09-14,25.9,22.7,2.30,23.2,237,21.09
2024-09-15,26.3,22.9,1.30,19.1,257,17.31
2024-09-16,28.1,23.8,0.40,15.2,274,21.84
2024-09-17,27.7,22.9,1.00,16.7,289,19.61
2024-09-18,28.0,23.3,0.30,11.3,275,17.54
2024-09-19,29.0,23.7,7.60,9.0,264,19.84
2024-09-20,28.7,24.1,1.30,16.6,278,19.33
2024-09-21,28.9,24.4,0.20,15.2,286,19.74
2024-09-22,28.8,24.2,3.60,13.4,305,16.42
2024-09-23,28.3,24.7,10.00,12.5,312,11.74
2024-09-24,29.9,24.7,12.40,14.3,337,18.55
2024-09-25,27.9,24.0,37.10,13.7,305,10.83
2024-09-26,24.8,23.3,49.50,12.5,258,4.89
2024-09-27,24.9,23.0,12.70,23.4,221,7.11
2024-09-28,26.8,23.7,48.40,22.6,241,13.82
2024-09-29,27.8,23.8,1.30,20.2,240,15.96
2024-09-30,28.6,24.5,1.70,11.7,287,17.21
2024-10-01,30.9,25.5,0.20,10.0,325,21.39
2024-10-02,31.1,25.5,2.50,13.7,285,20.96
2024-10-03,29.7,24.9,0.40,14.5,264,18.45
2024-10-04,28.7,24.4,1.00,14.1,261,18.45
2024-10-05,29.1,24.5,0.20,8.9,291,21.27
2024-10-06,29.1,24.2,2.20,17.5,66,19.85
2024-10-07,30.3,25.4,0.20,16.8,78,21.14
2024-10-08,30.5,25.4,0.00,9.7,68,21.37
2024-10-09,29.2,24.4,9.10,13.2,91,14.44
2024-10-10,28.0,23.8,8.40,21.4,97,12.20
2024-10-11,28.4,23.5,12.80,22.0,100,13.17
2024-10-12,29.1,24.0,6.50,18.7,106,16.90
2024-10-13,29.4,24.1,6.30,14.8,104,16.61
2024-10-14,29.5,24.2,2.30,16.2,92,18.33
2024-10-15,29.4,24.6,0.40,14.9,90,19.01
2024-10-16,29.5,24.9,1.00,12.8,69,19.61
2024-10-17,27.2,24.5,0.00,11.5,75,10.62
2024-10-18,29.7,25.4,4.50,20.8,95,18.29
2024-10-19,29.0,23.9,14.10,13.0,107,13.72
2024-10-20,27.3,23.1,13.70,14.2,102,9.85
2024-10-21,27.7,23.0,20.90,13.3,94,14.01
2024-10-22,29.0,23.8,0.90,12.7,77,17.72
2024-10-23,29.2,24.1,0.20,11.1,70,19.33
2024-10-24,28.1,23.8,0.00,12.1,69,19.56
2024-10-25,29.4,23.4,0.00,8.9,29,21.11
2024-10-26,29.6,22.9,0.00,9.9,39,20.80
2024-10-27,30.6,23.8,0.00,14.5,328,20.72
2024-10-28,31.5,24.1,0.00,9.1,350,20.79
2024-10-29,31.1,24.8,0.00,12.9,13,19.20
2024-10-30,30.1,24.2,0.00,8.0,50,20.11
2024-10-31,30.4,24.6,0.00,13.4,68,19.94
2024-11-01,30.4,24.6,0.00,13.1,69,19.98
2024-11-02,30.2,24.4,0.00,10.5,61,20.27
2024-11-03,30.5,23.8,0.00,11.1,62,19.87
2024-11-04,30.2,23.9,0.00,10.6,71,19.34
2024-11-05,29.8,24.0,0.00,10.6,65,19.54
2024-11-06,30.6,23.6,0.00,10.4,47,20.06
2024-11-07,29.8,22.7,0.00,10.2,63,19.93
2024-11-08,30.2,22.8,0.00,15.7,62,19.72
2024-11-09,29.6,22.9,0.00,15.1,58,19.22
2024-11-10,29.2,22.8,0.00,12.1,56,19.57
2024-11-11,28.8,22.4,0.00,13.2,58,19.47
2024-11-12,28.8,22.5,0.00,17.4,72,19.56
2024-11-13,29.5,23.1,0.00,15.2,89,19.43
2024-11-14,30.2,23.5,0.00,13.8,75,18.94
2024-11-15,31.0,24.8,0.00,13.3,65,16.81
2024-11-16,31.4,25.1,0.00,11.1,59,17.78
2024-11-17,30.3,24.6,0.00,14.2,78,18.64
2024-11-18,29.0,23.2,0.00,14.3,69,18.95
2024-11-19,28.3,22.2,0.00,12.4,86,18.93
2024-11-20,27.8,21.8,0.00,14.5,90,18.79
2024-11-21,28.2,21.8,0.00,12.8,80,18.73
2024-11-22,28.5,21.8,0.00,11.2,75,18.70
2024-11-23,29.2,22.2,0.00,12.4,65,18.60
2024-11-24,28.5,22.2,0.00,10.9,76,18.33
2024-11-25,27.9,21.5,0.00,14.1,77,18.36
2024-11-26,27.8,21.0,0.00,16.2,78,18.35
2024-11-27,27.2,20.8,0.00,17.4,91,18.43
2024-11-28,27.7,20.7,0.00,18.8,77,18.35
2024-11-29,27.0,20.2,0.00,16.9,76,18.45
2024-11-30,27.2,20.1,0.00,13.7,88,18.33
2024-12-01,28.8,21.4,0.00,13.3,81,17.73
2024-12-02,29.2,23.2,0.00,13.2,81,13.56
2024-12-03,29.7,24.3,0.70,17.8,86,13.36
2024-12-04,29.9,25.0,0.20,18.5,93,13.33
2024-12-05,29.8,24.7,0.60,14.3,74,15.09
2024-12-06,31.0,25.0,0.30,10.3,41,15.89
2024-12-07,29.6,23.6,0.00,12.6,313,17.18
2024-12-08,27.7,20.7,0.00,12.7,314,17.97
2024-12-09,26.1,19.1,0.00,13.7,34,18.13
2024-12-10,26.0,18.6,0.00,13.1,81,17.42
2024-12-11,27.6,20.1,0.00,11.6,72,17.28
2024-12-12,27.8,20.8,0.00,11.6,52,17.28
2024-12-13,26.2,19.7,0.00,15.1,79,17.65
2024-12-14,26.1,18.9,0.00,16.6,89,17.70
2024-12-15,26.9,19.1,0.00,15.2,82,17.93
2024-12-16,27.3,19.6,0.00,13.4,81,18.02
2024-12-17,28.7,20.3,0.00,12.2,73,17.78
2024-12-18,28.8,20.6,0.00,12.8,75,17.81
2024-12-19,29.1,20.7,0.00,12.2,29,17.76
2024-12-20,28.4,21.1,0.00,11.0,254,17.15
2024-12-21,29.1,21.7,0.00,12.1,26,16.85
2024-12-22,28.2,20.9,0.00,15.5,255,14.76
2024-12-23,26.8,21.2,0.20,16.0,273,13.65
2024-12-24,27.0,21.2,0.00,14.5,318,13.76
2024-12-25,28.7,22.0,0.00,14.1,35,15.38
2024-12-26,28.4,22.7,0.10,14.7,94,11.56
2024-12-27,27.9,22.5,0.70,14.2,193,14.83
2024-12-28,26.7,22.3,1.00,14.0,302,12.71
2024-12-29,27.7,22.1,0.10,13.6,73,14.51
2024-12-30,29.3,22.8,0.00,11.8,77,15.93
2024-12-31,29.1,22.9,0.00,11.9,49,16.81
2025-01-01,28.6,22.6,0.00,11.7,73,17.25
2025-01-02,29.8,22.2,0.00,11.9,73,17.68
2025-01-03,29.4,21.8,0.00,11.4,82,17.81
2025-01-04,29.6,21.7,0.00,12.1,79,18.12
2025-01-05,29.6,21.9,0.00,13.0,7,14.55
2025-01-06,28.9,21.8,0.00,15.5,326,17.77
2025-01-07,26.8,20.4,0.00,14.3,70,17.77
2025-01-08,27.0,19.5,0.00,12.6,82,18.03
2025-01-09,27.7,19.8,0.00,15.1,88,18.15
2025-01-10,27.9,20.5,0.00,12.2,81,17.81
2025-01-11,28.3,21.3,0.00,14.7,254,17.33
2025-01-12,28.2,21.3,0.00,10.9,5,16.77
2025-01-13,27.8,21.1,0.00,13.8,87,17.46
2025-01-14,29.8,21.8,0.00,14.1,98,16.87
2025-01-15,30.5,23.7,0.00,17.1,175,16.81
2025-01-16,29.9,22.9,0.10,14.8,337,17.17
2025-01-17,28.6,22.4,0.00,15.4,87,17.84
2025-01-18,28.5,22.0,0.00,16.6,91,18.58
2025-01-19,29.8,22.2,0.00,12.7,78,18.67
2025-01-20,29.9,22.5,0.00,12.0,67,18.75
2025-01-21,30.5,22.9,0.00,11.2,58,18.81
2025-01-22,31.5,23.5,0.00,15.2,35,18.89
2025-01-23,30.7,23.3,0.00,16.7,335,18.76
2025-01-24,30.8,23.6,0.00,13.9,69,18.94
2025-01-25,32.4,24.6,0.00,14.3,69,18.92
